31.0 APEX_CODE,FINER;APEX_PROFILING,INFO;CALLOUT,INFO;DB,FINEST;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:54:28.17 (367135774)|STATEMENT_EXECUTE|[2277]
14:54:28.17 (367138099)|STATEMENT_EXECUTE|[2278]
14:54:28.17 (367235804)|STATEMENT_EXECUTE|[2279]
14:54:28.17 (367239704)|HEAP_ALLOCATE|[2279]|Bytes:13
14:54:28.17 (367443918)|STATEMENT_EXECUTE|[2280]
14:54:28.17 (367451201)|HEAP_ALLOCATE|[2280]|Bytes:10
14:54:28.17 (367461388)|HEAP_ALLOCATE|[2280]|Bytes:41
14:54:28.17 (367528708)|STATEMENT_EXECUTE|[2283]
14:54:28.17 (367533107)|HEAP_ALLOCATE|[2283]|Bytes:5
14:54:28.17 (367539964)|HEAP_ALLOCATE|[2283]|Bytes:46
14:54:28.17 (367569709)|STATEMENT_EXECUTE|[2284]
14:54:28.17 (367573059)|HEAP_ALLOCATE|[2284]|Bytes:9
14:54:28.17 (367597083)|STATEMENT_EXECUTE|[2285]
14:54:28.17 (367601071)|HEAP_ALLOCATE|[2285]|Bytes:9
14:54:28.17 (367927479)|STATEMENT_EXECUTE|[2288]
14:54:28.17 (367931320)|STATEMENT_EXECUTE|[2289]
14:54:28.17 (367936614)|HEAP_ALLOCATE|[2289]|Bytes:18
14:54:28.17 (367961766)|HEAP_ALLOCATE|[2289]|Bytes:26
14:54:28.17 (367999056)|USER_DEBUG|[2289]|DEBUG|@@@@@ info cuenta 94028371
14:54:28.17 (368016820)|STATEMENT_EXECUTE|[2290]
14:54:28.17 (368024596)|HEAP_ALLOCATE|[2290]|Bytes:13
14:54:28.17 (368092139)|STATEMENT_EXECUTE|[2291]
14:54:28.17 (368133432)|STATEMENT_EXECUTE|[2292]
14:54:28.17 (368214056)|STATEMENT_EXECUTE|[2298]
14:54:28.17 (368216756)|STATEMENT_EXECUTE|[2299]
14:54:28.17 (368220769)|HEAP_ALLOCATE|[2299]|Bytes:12
14:54:28.17 (368248147)|STATEMENT_EXECUTE|[2300]
14:54:28.17 (368267803)|STATEMENT_EXECUTE|[2301]
14:54:28.17 (368336862)|HEAP_ALLOCATE|[2306]|Bytes:2
14:54:28.17 (368359730)|STATEMENT_EXECUTE|[2307]
14:54:28.17 (368362255)|STATEMENT_EXECUTE|[2308]
14:54:28.17 (368365742)|HEAP_ALLOCATE|[2308]|Bytes:11
14:54:28.17 (368387735)|STATEMENT_EXECUTE|[2309]
14:54:28.17 (368405695)|HEAP_ALLOCATE|[2309]|Bytes:2
14:54:28.17 (368425045)|STATEMENT_EXECUTE|[2310]
14:54:28.17 (368467151)|STATEMENT_EXECUTE|[2316]
14:54:28.17 (368469210)|STATEMENT_EXECUTE|[2317]
14:54:28.17 (368472394)|HEAP_ALLOCATE|[2317]|Bytes:16
14:54:28.17 (368502200)|STATEMENT_EXECUTE|[2318]
14:54:28.17 (368518137)|STATEMENT_EXECUTE|[2319]
14:54:28.17 (368529350)|STATEMENT_EXECUTE|[2325]
14:54:28.17 (368532336)|HEAP_ALLOCATE|[2325]|Bytes:14
14:54:28.17 (368549699)|STATEMENT_EXECUTE|[2326]
14:54:28.17 (368552561)|HEAP_ALLOCATE|[2326]|Bytes:3
14:54:28.17 (368566018)|STATEMENT_EXECUTE|[2327]
14:54:28.17 (368577639)|STATEMENT_EXECUTE|[2330]
14:54:28.17 (368583456)|HEAP_ALLOCATE|[2330]|Bytes:13
14:54:28.17 (368600510)|STATEMENT_EXECUTE|[2331]
14:54:28.17 (368603291)|HEAP_ALLOCATE|[2331]|Bytes:5
14:54:28.17 (368617099)|STATEMENT_EXECUTE|[2332]
14:54:28.17 (368627923)|STATEMENT_EXECUTE|[2335]
14:54:28.17 (368638424)|STATEMENT_EXECUTE|[2337]
14:54:28.17 (368648401)|STATEMENT_EXECUTE|[2338]
14:54:28.17 (368661985)|STATEMENT_EXECUTE|[2340]
14:54:28.17 (368685974)|HEAP_ALLOCATE|[2340]|Bytes:415
14:54:28.17 (368692624)|STATEMENT_EXECUTE|[2341]
14:54:28.17 (368695389)|HEAP_ALLOCATE|[2341]|Bytes:38
14:54:28.17 (368710680)|HEAP_ALLOCATE|[2341]|Bytes:453
14:54:28.17 (368715825)|STATEMENT_EXECUTE|[2342]
14:54:28.17 (368737534)|STATEMENT_EXECUTE|[2343]
14:54:28.17 (368741509)|HEAP_ALLOCATE|[2343]|Bytes:6
14:54:28.17 (368746972)|HEAP_ALLOCATE|[2343]|Bytes:459
14:54:28.17 (368767789)|USER_DEBUG|[2343]|DEBUG|Body: <?xml version="1.0" encoding="utf-8"?><soap:Envelope xmlns:soap="http://schemas.xmlsoap.org/soap/envelope/" xmlns="urn:microsoft-dynamics-schemas/codeunit/WS_App"><soap:Body><App_Order><codPrmCliente>94028371</codPrmCliente><codPrmshipto>01</codPrmshipto><intPrmLevel>85</intPrmLevel><txtPrmComentario>Texto de comentarios</txtPrmComentario><codPrmLanguage>ESP</codPrmLanguage><txtPrmMessage>Datos</txtPrmMessage></App_Order></soap:Body></soap:Envelope>
14:54:28.17 (368780604)|STATEMENT_EXECUTE|[2345]
14:54:28.17 (368790089)|METHOD_EXIT|[758]|01p57000001HcLU|XmlUtil.generarXmlEnviarPedidosGas(Pedido_de_gas__c)
14:54:28.17 (368797009)|STATEMENT_EXECUTE|[759]
14:54:28.17 (368800006)|HEAP_ALLOCATE|[759]|Bytes:13
14:54:28.17 (368805150)|HEAP_ALLOCATE|[759]|Bytes:466
14:54:28.17 (368817096)|USER_DEBUG|[759]|DEBUG|@@@@@ cuerpo <?xml version="1.0" encoding="utf-8"?><soap:Envelope xmlns:soap="http://schemas.xmlsoap.org/soap/envelope/" xmlns="urn:microsoft-dynamics-schemas/codeunit/WS_App"><soap:Body><App_Order><codPrmCliente>94028371</codPrmCliente><codPrmshipto>01</codPrmshipto><intPrmLevel>85</intPrmLevel><txtPrmComentario>Texto de comentarios</txtPrmComentario><codPrmLanguage>ESP</codPrmLanguage><txtPrmMessage>Datos</txtPrmMessage></App_Order></soap:Body></soap:Envelope>
14:54:28.17 (368827032)|STATEMENT_EXECUTE|[760]
14:54:28.17 (368855521)|HEAP_ALLOCATE|[20]|Bytes:5
14:54:28.17 (368859864)|STATEMENT_EXECUTE|[19]
14:54:28.17 (368863871)|STATEMENT_EXECUTE|[21]
14:54:28.17 (373081112)|HEAP_ALLOCATE|[22]|Bytes:15
14:54:28.17 (373108058)|HEAP_ALLOCATE|[22]|Bytes:436
14:54:28.17 (373120789)|HEAP_ALLOCATE|[22]|Bytes:93
14:54:28.17 (373125753)|HEAP_ALLOCATE|[22]|Bytes:7
14:54:28.17 (373452041)|METHOD_ENTRY|[1]|01p57000001lFxx|Util.Util()
14:54:28.17 (373464487)|STATEMENT_EXECUTE|[1]
14:54:28.17 (373474039)|STATEMENT_EXECUTE|[1]
14:54:28.17 (373491515)|HEAP_ALLOCATE|[22]|Bytes:5
14:54:28.17 (373497568)|STATEMENT_EXECUTE|[3]
14:54:28.17 (373510577)|METHOD_EXIT|[1]|Util
14:54:28.17 (373576437)|HEAP_ALLOCATE|[67]|Bytes:5
14:54:28.17 (373581382)|STATEMENT_EXECUTE|[66]
14:54:28.17 (373587561)|STATEMENT_EXECUTE|[68]
14:54:28.17 (373589604)|STATEMENT_EXECUTE|[69]
14:54:28.17 (373593074)|HEAP_ALLOCATE|[69]|Bytes:42
14:54:28.17 (373607507)|HEAP_ALLOCATE|[69]|Bytes:4
14:54:28.17 (380227556)|SOQL_EXECUTE_BEGIN|[69]|Aggregations:0|SELECT IsSandbox FROM Organization LIMIT 1
14:54:28.17 (383568576)|SOQL_EXECUTE_EXPLAIN|[69]|TableScan on Organization : [], cardinality: 1, sobjectCardinality: 1, relativeCost 0.65
14:54:28.17 (383585346)|SOQL_EXECUTE_END|[69]|Rows:1
14:54:28.17 (383619145)|HEAP_ALLOCATE|[69]|Bytes:8
14:54:28.17 (383662311)|HEAP_ALLOCATE|[69]|Bytes:46
14:54:28.17 (383755868)|HEAP_ALLOCATE|[69]|Bytes:8
14:54:28.17 (383776787)|HEAP_ALLOCATE|[69]|Bytes:38
14:54:28.17 (383850666)|HEAP_ALLOCATE|[69]|Bytes:12
14:54:28.17 (383908620)|STATEMENT_EXECUTE|[71]
14:54:28.17 (383938554)|STATEMENT_EXECUTE|[23]
14:54:28.17 (383941345)|STATEMENT_EXECUTE|[24]
14:54:28.17 (384006832)|HEAP_ALLOCATE|[41]|Bytes:5
14:54:28.17 (384013981)|STATEMENT_EXECUTE|[39]
14:54:28.17 (384018592)|STATEMENT_EXECUTE|[42]
14:54:28.17 (384020587)|STATEMENT_EXECUTE|[43]
14:54:28.17 (384035851)|HEAP_ALLOCATE|[43]|Bytes:4
14:54:28.17 (384048349)|STATEMENT_EXECUTE|[46]
14:54:28.17 (384051835)|HEAP_ALLOCATE|[46]|Bytes:59
14:54:28.17 (384061088)|HEAP_ALLOCATE|[46]|Bytes:4
14:54:28.17 (384996236)|SOQL_EXECUTE_BEGIN|[46]|Aggregations:0|SELECT MasterLabel, Valor__c FROM Integracion_Navision__mdt
14:54:28.17 (399885486)|SOQL_EXECUTE_EXPLAIN|[46]|No explain plan is available
14:54:28.17 (399906626)|SOQL_EXECUTE_END|[46]|Rows:39
14:54:28.17 (399951923)|HEAP_ALLOCATE|[46]|Bytes:160
14:54:28.17 (400093152)|HEAP_ALLOCATE|[46]|Bytes:4454
14:54:28.17 (400211226)|HEAP_ALLOCATE|[46]|Bytes:160
14:54:28.17 (400542257)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (400604835)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (400620492)|STATEMENT_EXECUTE|[50]
14:54:28.17 (400625333)|STATEMENT_EXECUTE|[51]
14:54:28.17 (400777250)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (400796366)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (400804660)|STATEMENT_EXECUTE|[50]
14:54:28.17 (400807565)|STATEMENT_EXECUTE|[51]
14:54:28.17 (400834880)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (400849193)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (400855989)|STATEMENT_EXECUTE|[50]
14:54:28.17 (400858380)|STATEMENT_EXECUTE|[51]
14:54:28.17 (400879918)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (400891357)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (400897481)|STATEMENT_EXECUTE|[50]
14:54:28.17 (400899852)|STATEMENT_EXECUTE|[51]
14:54:28.17 (400920594)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (400932002)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (400938214)|STATEMENT_EXECUTE|[50]
14:54:28.17 (400940629)|STATEMENT_EXECUTE|[51]
14:54:28.17 (400961384)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (400972831)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (400978964)|STATEMENT_EXECUTE|[50]
14:54:28.17 (400981238)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401001595)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401014597)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401020577)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401022926)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401043365)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401054491)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401060754)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401063183)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401083455)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401094645)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401100798)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401103145)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401123335)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401134437)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401140558)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401142980)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401162686)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401174068)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401180008)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401182387)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401204113)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401215206)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401221191)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401223636)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401243988)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401255125)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401261107)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401263822)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401284754)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401295817)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401301709)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401303986)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401323878)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401334709)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401340599)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401342928)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401362620)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401373875)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401379782)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401382131)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401431485)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401444226)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401450618)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401453090)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401475357)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401495419)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401502039)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401504621)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401526273)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401538027)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401544069)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401546436)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401566776)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401578066)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401583982)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401586376)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401607025)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401617825)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401623540)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401625732)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401647052)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401658944)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401664950)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401667079)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401688513)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401699772)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401705586)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401707869)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401729427)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401741926)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401748411)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401750856)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401774700)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401786575)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401794016)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401796492)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401821751)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401833905)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401840222)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401842620)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401864777)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401876639)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401882753)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401885123)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401906322)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401917961)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401924083)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401926417)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401948329)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (401960393)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (401966708)|STATEMENT_EXECUTE|[50]
14:54:28.17 (401969097)|STATEMENT_EXECUTE|[51]
14:54:28.17 (401989623)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (402001041)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (402008297)|STATEMENT_EXECUTE|[50]
14:54:28.17 (402010658)|STATEMENT_EXECUTE|[51]
14:54:28.17 (402031514)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (402042720)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (402049055)|STATEMENT_EXECUTE|[50]
14:54:28.17 (402051403)|STATEMENT_EXECUTE|[51]
14:54:28.17 (402072558)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (402085011)|HEAP_ALLOCATE|[49]|Bytes:16
14:54:28.17 (402090879)|STATEMENT_EXECUTE|[50]
14:54:28.17 (402093265)|STATEMENT_EXECUTE|[51]
14:54:28.17 (402114473)|HEAP_ALLOCATE|[49]|Bytes:5
14:54:28.17 (402126307)|HEAP_ALLOCATE|[49]|Bytes:16
