31.0 APEX_CODE,FINER;APEX_PROFILING,INFO;CALLOUT,INFO;DB,FINEST;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:48:50.202 (1243112195)|HEAP_ALLOCATE|[43]|Bytes:4
14:48:50.202 (1243127905)|STATEMENT_EXECUTE|[46]
14:48:50.202 (1243132482)|HEAP_ALLOCATE|[46]|Bytes:59
14:48:50.202 (1243147134)|HEAP_ALLOCATE|[46]|Bytes:4
14:48:50.202 (1244278565)|SOQL_EXECUTE_BEGIN|[46]|Aggregations:0|SELECT MasterLabel, Valor__c FROM Integracion_Navision__mdt
14:48:50.202 (1291961766)|SOQL_EXECUTE_EXPLAIN|[46]|No explain plan is available
14:48:50.202 (1291977817)|SOQL_EXECUTE_END|[46]|Rows:39
14:48:50.202 (1292012532)|HEAP_ALLOCATE|[46]|Bytes:160
14:48:50.202 (1292162866)|HEAP_ALLOCATE|[46]|Bytes:4454
14:48:50.202 (1292282598)|HEAP_ALLOCATE|[46]|Bytes:160
14:48:50.202 (1292587364)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1292636733)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1292648478)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1292651319)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1292766900)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1292780779)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1292787031)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1292789271)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1292807462)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1292816448)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1292821325)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1292823547)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1292838616)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1292846503)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1292850766)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1292852654)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1292866811)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1292874966)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1292879149)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1292880987)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1292894851)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1292902933)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1292906993)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1292908840)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1292933444)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1292942133)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1292946485)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1292948412)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1292963710)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1292971835)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1292976361)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1292978451)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1292993817)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293001726)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293007230)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293009115)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293023647)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293031489)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293036190)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293038188)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293052344)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293060531)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293064865)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293066870)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293080723)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293097012)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293123073)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293125206)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293142619)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293152156)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293156418)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293158484)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293176742)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293185765)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293199191)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293201079)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293217043)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293225186)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293229339)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293231270)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293245181)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293253107)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293257112)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293258972)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293273329)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293281845)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293286115)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293287930)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293301937)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293309835)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293313988)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293316336)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293331214)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293339245)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293343629)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293345466)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293359277)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293367124)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293371340)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293373185)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293387070)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293395141)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293399271)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293401114)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293414894)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293422802)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293426914)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293428769)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293443121)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293451301)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293462666)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293465459)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293486651)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293498354)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293502901)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293504742)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293519773)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293528579)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293533075)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293534980)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293558356)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293566948)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293571071)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293572916)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293587635)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293595891)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293600045)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293601913)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293616178)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293624226)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293628411)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293630545)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293645141)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293653546)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293657846)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293659687)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293674087)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293681893)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293687556)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293689768)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293705660)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293713937)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293718122)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293719964)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293733888)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293741729)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293745853)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293747698)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293761504)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293769290)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293773298)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293775305)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293789321)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293797120)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293801220)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293803054)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293817056)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293825075)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293829256)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293831171)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293845458)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293853190)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293857363)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293859208)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293873214)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293881987)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293886017)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293887889)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293902098)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293909784)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293914062)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293916066)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293932277)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293940252)|HEAP_ALLOCATE|[49]|Bytes:16
14:48:50.202 (1293944708)|STATEMENT_EXECUTE|[50]
14:48:50.202 (1293947074)|STATEMENT_EXECUTE|[51]
14:48:50.202 (1293963061)|HEAP_ALLOCATE|[49]|Bytes:5
14:48:50.202 (1293971759)|STATEMENT_EXECUTE|[55]
14:48:50.202 (1293992265)|HEAP_ALLOCATE|[24]|Bytes:21
14:48:50.202 (1294016100)|STATEMENT_EXECUTE|[31]
14:48:50.202 (1294053613)|HEAP_ALLOCATE|[41]|Bytes:5
14:48:50.202 (1294058316)|STATEMENT_EXECUTE|[39]
14:48:50.202 (1294061408)|STATEMENT_EXECUTE|[41]
14:48:50.202 (1294063362)|STATEMENT_EXECUTE|[55]
14:48:50.202 (1294071897)|HEAP_ALLOCATE|[806]|Bytes:27
14:48:50.202 (1436709172)|HEAP_ALLOCATE|[806]|Bytes:104
14:48:50.202 (1436735503)|HEAP_ALLOCATE|[806]|Bytes:33
14:48:50.202 (1436743379)|HEAP_ALLOCATE|[806]|Bytes:72
